xmr;34
Seb;4
David;0
famzah;0
ckc123inDC;1
user198222;1
MikeB;2
Marty Fried;1
Boerema;0
chmac;4
brianguy;0
Allen;3
engfer;1
Andrew Desrosiers;1
jamessan;12
amanda;9
ghayenga;0
Victor Ronin;12
Alan;3
Valentina;1
Jamvert;0
Freedeveloper;0
salk31;1
Newbie;2
Disband;2
bng44270;0
Jeff Parker;1
destructo_gold;1
jmm312;4
al.;323
Colin;6
eric lat;1
John Kelemen;0
bsl;0
aces.;0
Luca;0
Sam Derbyshire;18
thinksketchdesign;1
Tomis;0
UtothaX;1
qd.;3
Gil Forcada;0
Doug;0
tene;11
Chris;2
Michael Staubly;3
mariusg;1
ascarb;0
Gerard Flynn;0
dnstevenson;5
Stephen;1
TechStuffBC;2
user198298;0
Jay Dansand;10
ericg;3
Derek;1
Amel Musić;0
EWizard;1
Uniwares_AS;1
user198311;7
Cirvante;0
user198313;37
rcollyer;4
Ross;1
Rahul;1
Simon Lee;16
Daryl;1
Brett;0
Radical;3
Sumit;0
bob;0
Jaaq;4
Tak;3
Sarah;1
Bina;0
Teef;1
vaNIts;30
brkonja;0
Alex;0
ThanqQ;1
Ehtesh Choudhury;1
Mark;0
Gero;1
Vinicius Jarina;0
andref;4
mike;20
mikey;3
John;0
robcee;4
Aaron Bentley;0
Alexandra Rusina;18
Andrew;2
Christian;2
J. Dimeo;1
Max;8
supermagic;3
Robert Calhoun;2
Geo Ego;1
aaa;15
user198385;0
Liran;2
Nigel;2
John Friend;5
Animesh;0
Anthony;2
msteiger;1
Steve N;3
momeara;5
AyKarsi;2
Howard Hong;3
Kevin;33
davew;0
dlew;2
Phil;2
funkaoshi;0
Jan Christoph;0
Dima Stopel;2
ilikeflex;2
Roman Dolgiy;8
David Templeton;6
Kumar;1
iliyan;1
konung;3
joaguilar;0
mparker17;14
petrichor;2
Krv;-2
Mike;5
bgreater;14
lucks;2
Jack;1
Jim Roberts;2
nettroll;0
Jim;20
CP.;0
Jack;0
Andrew Cowan;1
Zach Skinner;2
bhartsb;0
aboy021;7
pashcan;4
emma;2
localman;1
Steven King;7
HappyFunBall;0
user198463;3
Dark Templer;1
user198470;2
JamesK;0
sebastian serrano;5
TERACytE;2
curryage;14
AndyV;58
Joshua D. Boyd;9
pmawhinney;1
Orad SA;6
SamCPP;0
Dan Iverson;2
Nick;1
Gsur;0
Robert Bak;2
cedgriss;4
Nex;3
"Kartik Aiyer ";1
AndyCH;0
Victor;0
wortho;0
ccy;8
mrbaboo;4
Nigg;0
walkytalky;3
Stephen;6
Ben;0
Peter Kneale;2
bannypotter;1
user198509;1
Ruug;2
David Beck;10
luarwo;8
Fulvio Scapin;5
bob;0
Justin Brown;1
tsmith;2
electromute;9
Roger Orr;2
user198530;2
Nicholaz Beresford;3
wallyk;2
Justin;0
Shane Andrade;4
MrCraze;1
phxis;0
Enrique;1
tolmeda;44
pete;0
kbrock;1
cayohueso;0
James;0
user198552;1
Somebody still uses you MS-DOS;6
Enea;5
DJ.;0
Sven Larson;2
Fabio;0
justin;3
Badger;0
Kojof;1
slappybag;1
estacado;5
robgmills;4
Max Trinida;2
Paul;7
Dakine83;1
vette982;4
acadia;0
wehw;1
user198590;1
SteveP;0
Obbles;4
Joel;0
Peavey;0
Jimmie Fulton;23
George;0
torger;3
Brendan Berman;0
Steven MCD;1
RTK;5
Frank;1
Ben;0
James;2
wonderer09;0
yiwen;5
Steve;1
Mark Gilbert;1
Dion;0
Ricardo B.;0
Ray Vahey;1
Bobsickle;40
Vladimir;5
Jeff;4
AP.;4
thrupthi;0
inspectorG4dget;2
ddou;2
Michael;3
MarkkS;1
ravi Kumar Hamsa;1
timy;29
Joshua;0
Thomas;3
SteveC;1
Swetha;-1
Omar Alrubaiyan;29
memnoch_proxy;2
user198653;0
unique_stephen;1
Joe Pruitt;1
chronodekar;6
Lukie;1
jss;0
Davery;0
Lisa Auckett;3
bear;2
swapnesh;0
Scott S. McCoy;4
Nitin;1
Ankit Vyas;3
Questionevrything;1
Abhishek Jain;0
Rahul;0
KP.;12
Pavithra Jayakumar;2
sanjay;0
c0rt3x;2
Ephphatha;1
SAK;7
Inthro;2
Skitsanos;0
Stanleymit;3
Tatu Ulmanen;11
Matt Wilson;3
Kevin;1
funnygiggler;0
yose r;0
flazzarini;23
mg.;0
Neo;11
Jiangong SUN;4
user198729;7
Dane;1
raj;0
Hawk;9
pulser1983;0
johnny;1
Harry;-3
manoj balraj;0
Me.;1
roks;0
Paul Stringer;3
BennyM;1
user198750;0
yogesh Patel;0
anon.;1
vbocan;2
Ben Ward;3
Saw Sandar;0
Karen;2
Dai Bok;4
mattias;4
d4ny1;60
Phil Rodgers;1
Bob Palmer;2
mrD;6
dpwood;1
heaven;0
Smaug;2
Arthik;4
Filipe Costa;0
w1z;2
tsemer;14
CFUser;7
escanda;2
JoseJose;7
shaheen;0
Yasmine;2
user198806;-1
Rich Hickey;143
Luke;0
Andy Harvey;0
Timo;7
user198816;0
Ralph von der Heyden;9
Erlenhoff;0
Stephen Speakman;1
Fares Farhan;3
noamt;0
Ami Bar;7
udana;1
Kehan;2
Alex;9
Rites;2
spc-mrn;5
Gus;0
zobi8225;0
ron;6
Craig;1
Andrea Nagar;4
Matt;0
BlissC;3
Shilpa;0
Nick Spiers;3
Danny Tonkin;2
emertechie;3
Robb;3
dwo;1
Techie;2
TopSergey;2
Zim;0
hariharan;0
Hillarie;4
Sebastian;15
rolfen;0
daker;2
anto;0
declan;0
Criz;0
user198880;2
Mike Murphy;0
alan;0
Carlo Pecchia;7
babu;0
Cheryl;0
edds;3
gong;1
jrara;2
qpp;1
Janusz;0
Bas;12
tonyyeb;1
"Pavan ";1
J. Heasly;2
Umesha MS;4
Dmitry Demidenko;1
Clint;3
Pat Morin;9
Nikki;0
Vesko Kolev;1
Myles;9
Roger Bold;10
Martin Milan;2
chinnu;0
user198923;2
Rninja;2
Aesqw;1
Ryan Horrisberger;4
Petrus Theron;4
eric;2
keirog;3
Alex Petrov;0
Chris Laures;2
user198934;0
kotarak;10
user198937;0
Mak;60
JeffSea;1
CaptivateUser;0
Meikel Brandmeyer;4
Kewley;3
Rob;1
marinade;2
Rob;2
aciobanu;7
nope;1
PMMS;1
cederlof;0
savolai;0
reggie;1
sukria;6
C.H;3
Corey Coogan;1
Purpletoucan;19
vp.;0
W. van Kuipers;46
mike;-2
David;3
Stefg;2
Soop;2
Jim Moore;0
Vivek;0
user198979;0
fieldingmellish;4
user198989;1
Sandor Drieënhuizen;7
Sven Klouem;15
perfectDay;0
David;0
TomTasche;1
Steve;5
Patrick;0
Katsupoy;2
Erlock;2
Alan;2
Bill;61
csharpdev;2
J Riddy;3
Wojtek;0
Andy;27
user199013;3
Jeremy;1
bigtv;3
Alladinian;0
Paul;1
Ted;0
Niels Thomsen;0
Alex Shapovalov;1
beebul;3
Lezz;8
ash;0
DzheiZee;0
groovePupil;-2
Jeff;3
iddqd;4
stupito;2
Przemysław Różycki;2
Jere;2
cthrall;2
jlmcdonald;1
Christian Strempfer;2
joe capi;1
uji;7
Rahat Ali;0
Joseph Liberty;1
unb;0
user199061;0
hubby;0
Wannes Coolen;0
James Long;1
pyle;4
verisimilidude;0
Awemo;0
Andrew;0
ama;2
Ufuk Altinok;1
Rohit;0
user199085;19
mascarenhas;3
Marcel;1
Gerry;4
MD.;2
CC.;7
user199092;3
semi;3
Rahul;0
jikhan;0
amrobinson;0
Laurence Rowe;3
ABC;3
Oliver;0
engil;2
PJL;0
IanSR;3
bitblit;5
Brandon Aaron;16
Robert;1
Florin;2
henry;4
krishna;0
Shaji;6
JoeyP;4
Lex;2
Rob;3
JAWspeak;1
user199130;0
aggietech;0
Carlos da Costa;1
lgwest;3
Vinh Nguyen;4
Shervin Emami;4
Haltz;0
Kartoch;7
Whitey;2
Shriram V;9
OmariO;2
dev101;5
diimdeep;0
baiano;1
sidney.andrews;6
elvy;0
Zake80;2
William Witter da Silva;4
jimbojw;2
Ajish;6
cbare;21
cig212;4
SteveP;0
MikeBaz - MSFT;6
Momi;3
Alex Boisvert;9
Luke Sneeringer;2
dj.;0
DrakeNET;4
Joey;0
errorprone;4
Avinash;1
nirvdrum;2
Wagner;0
Ian;5
Enfors;6
Aryaps;2
Travis Cooper;0
Tim Gemma;0
user199196;0
nlast;2
Schleichermann;3
mkluwe;3
Cole F;14
Richard Huxton;1
Jason Southwell;1
stojkov;0
TimDog;2
sachin saner;2
what;4
Kevin Compton;1
JDT;30
Gabe;3
David LeBauer;16
Colema18;11
kevev22;2
Patrick Dinnen;12
Alec Pojidaev;37
kibab;3
Josh Danko;2
Ray Burns;3
Tanner Perrien;0
RolandasR;1
James;12
Ricardo Jorge;2
Rick;0
rjk2008;1
Ray Burns;7
Jacob Ewing;1
ephes;7
nojo;2
Scott M;0
Boombastic;2
Qpeg;1
Krzysztof Kuczek;0
Brian Chance;15
phpNutt;3
AndreasPizsa;1
Rafał;1
Jake;0
strawtarget;11
Asif;0
Lana A;0
smurfarita;0
Daniel Garcia;1
Terry;3
Usman Afzal;0
djhworld;4
Veign;1
Roland;2
HYildiz;3
Ramon;7
doza;4
Shiki;1
ytu903;1
Steve;3
Dave Bergert;12
Gavin;0
Tobias;2
Mat Gessel;2
Sangamesh;13
ben;0
Jé Queue;3
nona;-2
user199309;1
Yuri;10
Paul;80
NickR;0
myforwik;2
madh;4
Evan Robinson;1
ThisLanham;0
Mark Waite;3
Tom;0
Dan S;3
Navid;1
goatlinks;2
Pedro Lacerda;5
Reuben;5
Steve Thompson;5
Gattster;7
Ben E;4
user199337;25
user199341;17
Jorge;1
Redsplinter;6
peper0;21
john;1
lotech;1
Vinbo Jones;0
linuxman;4
nickmilon;0
user199356;0
Dave Watson;2
adib;7
Cristiano Muniz;0
TerrorAustralis;2
pschorr;1
ToolmakerSteve;0
mrburns05;2
Josef Richter;4
Gabe Martin;0
Jason;3
Alan M.;2
David;0
what;1
user199382;0
Gabe Glick;0
Henry Hammond;0
Xaitec;1
kcoop;2
asciitaxi;15
ezgar;33
user199395;0
AJ.;5
Fiona;0
Log Me Out;13
porg;3
Noppanit;43
user199403;17
"Chris B ";3
steffenbew;1
Induster;1
John;0
lua_n00b;3
bhartsb;0
quanglt;1
Kayes;6
Josh Crews;4
JPCF;5
user199421;13
tzmartin;1
Andy Johns;3
user199425;2
jackfrosch;0
sahub;1
ForeignerBR;10
David;2
brandon;1
Nitin;1
myphpsql00;9
Chris;4
skid;1
David Alimian;0
Bhramar;0
user199452;0
Roger;5
skanduku;1
srinivt;1
Saravanan;0
user199462;0
suba;0
Ferry;32
Sio;1
user199471;4
sharma;0
carbocation;1
rakesh;0
chh;1
Hemanth;0
Kiran Prasad;0
san;2
SMART_n;6
Renju;0
cliftonc;4
Henrik;0
Melita;1
Sandhurst;1
Aeolun;0
Robinhood;3
Alex;0
lefakir;14
Randall Salas;0
Brie Aleida;2
"Aung  ";4
Guy;3
user199509;1
Mick Walker;2
Gert Jan Kamstra;0
Marc Carlucci;29
MOnsDaR;8
Abhishek;0
Benoit;1
Luca;25
Dutt;89
Yogi Bear;0
Puzzled;5
Craig;4
Arun Kumar S;6
Choas;0
Bohemian;8
toca;16
mobi;0
Brendan Berman;1
KarmicMind;3
Steve De Caux;1
Vishal;1
camelCase;2
user199539;12
danjov;1
user199543;0
PMarques;58
John;2
Mrme;0
Ramon Smits;1
latentflip;7
Greg;2
Wim;3
sh1ng;0
user199558;0
user199559;21
Pooh;1
GUTTZ;0
gegere;1
tolism7;2
Jprenat;-1
Paolo;15
ogun;3
fiveOthersWaiting;17
DNS;1
noob;1
Flashmattic;3
Tomas Vana;7
shilpa;1
sacsha;5
tristan;3
user199588;1
ghazooo;4
ddd;0
Clayton A. Alves;0
edigu;4
sb.;8
marione;22
Pti.;2
Sérgio Gomes;1
adriaan;0
Simon Perepelitsa;9
malvin;1
aicuxiao;2
Shawn Koppenhoefer;0
nader;0
user199614;6
Alex;0
Ad Taylor;3
Doctor Chris Chris;1
Andy;26
Mike Hanson;0
Jan Odvarko;25
ifZenElse;8
NoseRocket;1
Jonnie;2
Cabeludo;1
sata;9
RAHAT ALI;0
Torben Brodt;3
moka;4
Anicho;0
Panos;0
thisgeek;1
jim;0
Matt;2
Kyle;0
Lino Rosa;13
charlax;7
carl;0
AdamV;24
Sachin;1
Leonardo Dario Perna;2
zword;0
JARinteractive;11
mrydengren;7
Dani;0
Tim Siney;1
BU.;2
Johan;1
Mike;0
kiddo;0
ArielP;1
Bo Williams;1
Khiet;5
Mike Gledhill;0
fealin;2
keysersoze;0
wmitchell;5
Benjamin Dobell;4
Sqoo;1
PS2009;5
Anton;0
Dave;1
Blessy Antony;2
Jminadeo;0
Wayne Walter Berry;1
Dave Cordes;5
Chuck Le Butt;13
Blake Niemyjski;1
Bo Flexson;0
elnino;2
Mika;5
Jason Swett;2
AaronM;3
alex;4
plc-master;0
Rolfi;1
rem;5
Tarzan;0
virtualmice;3
fbmendoza;0
Basharat Ali;30
Lei Sun;2
donovan;0
Pulsar;1
Denny;16
sKevin;1
Joe;1
JavaDoe;0
pedro;2
M Gottlieb;0
Moiz Tankiwala;2
Mathews;0
Oskar Krawczyk;1
Parv;3
Brian;0
Neil;11
"death the kid ";0
Rick Jones;0
WebDev01;0
Ben Crowhurst;2
BROCK;4
Ronald;5
rhombus;3
Farzad J;0
jdoe;1
ehosca;3
KenjiOne;2
Jenner;17
beetoom;12
afewscoops;6
Brodie;3
amirpc;1
James Maroney;2
USA;3
rossale;2
Julien Portalier;5
CBGraham;8
Nate Pinchot;2
jim;7
Jan Christoph;57
Brad Westness;1
Spitfire;7
Ian Lesperance;14
adamaig;1
jtb;3
Nathan;0
Juan;5
Jernej Gorički;0
groves;2
MrPurpleStreak;4
Mitesh;0
Ian Leslie;1
nick;5
eclipse31;1
Markus Johnsson;3
Kris1511;0
Mamadou;0
m.duriansky;0
waymondo;0
iard68;2
Kyle;0
gomesla;1
redcayuga;1
Jim;0
Simon Guest;0
karma;13
Abadon;6
Ennio Verderese;0
Gregor Müllegger;11
Bill Barnes;6
Brij;1
dimple;1
Rohit;1
Sebastian P.R. Gingter;3
Oleiro;0
GPollice;26
Adam;1
Jaga;2
Steve Sneller;12
maiajam;0
Sid;2
Mathieu Tozer;0
SteveO;0
David Baakman;3
javajustice;1
Rolo;0
yoodle;-1
Marcus;1
Karen;1
Werner Keil;1
Dan B.;1
Zach Smith;1
Matt;-1
Przemyslaw Dzierzak;1
Joubert Nel;2
Catalina Iacob;8
jarib;8
Dean;3
Ven'Tatsu;2
Andy Trujillo;-1
MichaelKStuovo;1
zyrus001;1
Michael Peddicord;2
aghull;0
chriseyre2000;0
JimSizzle;2
acadia;2
Jimmy;12
Jacob_J;15
SpringNubeeee;0
Dan Ostrowski;0
Chris F.;0
Joel;2
Jason Farrell;0
Jeffrey Thomas;0
LostInSpace;1
apacheatyou;5
vagabond;39
gwegwegw;3
Splash;3
Nephi Johnson;0
yu-chen-pdfonline-com;0
Ten Ton Gorilla;1
nonzero;1
has;2
Frederik;1
steve s;3
Shavais;1
Jlam;3
Fabian Martin;2
Jim;3
punjabi_ikon;2
Dirk Jäckel;0
aws;0
Lakeshore;1
Ivanhoe;1
lmprods;0
Shane Story;10
appreciation;0
nannerpus;21
Pablo;3
sol;2
Varuna;6
Jeff Laing;1
mtoy;3
Tebogo;0
"R Peirson ";6
migsho;2
yh.;0
Marc;7
Tri.Bao;1
CamiloAngulo;0
AndyV;7
Scott;0
Matt;3
Rob Moore;-2
user200008;1
user200011;1
Edward;2
Dan;4
Joe;0
Rbuilder;2
Jon;1
user200026;0
jsuissa;0
Peyton;1
Anthony;1
Sashi;15
Mike A;0
UNKNOWN;0
ziew;0
Adhamox;2
keyle;2
fisher;-1
ManofPhysics;0
Phyo Arkar Lwin;1
zbzxcb;0
user200048;1
Jose Jorge Lorenzo Vila;1
buken;2
sandip;1
zzyzx;2
looter;24
buendiapdx;3
vishnu;39
Andrew;4
mtwagner;0
blindley;2
MalTec;0
forumAdict;2
Tyler Gillies;5
meeuw;0
Carlos;0
Neofizz;2
frekir;2
Saurabh Gandhi;3
gpo;0
kv.;8
ajay;4
Flatlin3;2
gorbachev;1
joe capi;0
william;2
user200093;1
Tri.Bao;0
pfote;1
David M;2
Mike Fourie;2
jamal;1
pushkarpriyadarshi;0
"lll ";1
Jooj;2
synaptic;2
Mariyln Jess;0
zetarun;9
Phil Mander;2
another;1
karthick;-3
Dimitris;3
peper0;8
Mirko;2
Bugzy bug;4
Matt Breckon;2
raspberry;2
azhar_salati;2
genericdan;1
Rafal;1
Tom;13
zalavari;3
Steve;2
Andrew McGuinness;10
Will Plourde;13
Kees;3
Jasoon;1
nth-user;2
Emanuil Rusev;13
Nikhil;0
Mike;6
Sahlan Diver;3
Pete Bassett;0
Nadia;0
Marcelo Daniel;0
reubensammut;3
sqlab;-1
Arpan;2
Dan;1
Iyyappan.S;0
Randall Schulz;7
Matt Jadczak;1
Wayne;3
Hulo;2
van;3
anonymous;1
henle;3
aspnet;0
martyk;8
Joseph Mauriello;0
Souza;0
ybao;0
Greg;0
Dion;0
Jason Persampieri;4
john;0
Makh;-1
Bosh;4
Cas Casal;2
Puzzled;0
Martin Overgaard;1
lindiand;2
Ted;20
thezhaba;2
stinky mcpoop;1
user200210;0
alex;1
BillW;6
Trevor;3
lyricat;2
Raymond Berg;6
Michael Garrison;5
sawu;3
Marcin Kosieradzki;9
user200233;0
Mihai Capotă;0
John Michael Zorko;1
Glenn Gillen;1
shipshape;3
turtlewax;0
Sami;9
user200245;4
CJJ;3
Nick;0
rho;4
mquser;1
Ward;2
Vivien Schilis;0
elephant;0
Kane;2
KarenG;0
Louise;12
Debilski;25
Martin;2
pnm123;0
Samuel Wan;2
Roy;0
Robin;1
Bo.;0
alokiN;4
Thomas;2
Jah;11
SharePointNewbie;0
Taser;1
slangevi;8
Jedi;5
Ibrahim Abdulkarim;7
Roman Zabicki;1
Nate;1
user200290;6
icktoofay;8
Josh Simerman;1
Pavel Zaitsev;8
Michael Rusch;3
Kenoyer130;3
user200297;0
JasonConway;2
user200302;0
swedishhh;1
Johannes Ernst;15
hashpipe;1
Harry;0
trumi;0
Shawn;1
Null-Hypothesis;0
FiguredItOut;1
denis2342;5
TheCloudlessSky;6
Sune Rasmussen;0
Vilius Paulauskas;5
Niike2;2
POSIX_ME_HARDER;1
D-Boy;1
Patryk Peszko;9
user200336;-1
Myles;9
robsta;1
user200340;1
user200341;1
gmiket;1
Heather;0
daniel barucha;0
sikender;3
calitb;0
Sergejs Kravcenko;3
Tiago Brandes;2
ricky;2
Reza;1
Logan;7
John Brayton;0
Brad;1
Jeff;13
Tom;0
rysama;4
joey;0
Geir;-1
Joey Blake;1
Andy;2
Lenny;7
BigJOe...;3
lboregard;21
Brad Griffith;5
Ninjai;1
newbie;1
Jim;1
Rajanikant;0
Dave;2
jasonp;0
John Kattenhorn;1
natarem;2
Daniel;6
"Sudhir ";6
nm.;1
Dr Deo;4
Johnny;1
Donald Murray;1
Pete;1
loganlee;0
Soufiane Hassou;3
Mickey Cheong;4
Max;0
fritz;1
abed alrahman;0
Murrieta Web Design;0
Yuri;0
krasenslavov;0
Matt;1
wghwh;6
Nitin Goswami;1
KJ Tsanaktsidis;5
Rani;4
user200429;1
bed;2
Jibin;0
Steve Mayne;2
ajjfpapaj;0
Thomas G. Liesner;0
Doug;1
mkl;4
Daniel Little;1
Maxence;3
NG.;0
Vasiliy Faronov;0
Gennady Vanin Геннадий Ванин;2
JD.;1
Nithin;6
Hans Kruse;0
newbieDelphi;3
mcdodot;21
niels;7
Xavi Ivars;0
Lars Johnson;0
Mohit Deshpande;13
Chris;12
clrence;0
oakabilly;3
Nikolai Onken;5
Andy Cox;5
Matt Champagne;2
nas;3
po2devs;0
user200488;1
SMSM;4
Gabriel;1
jendresden;3
indi;2
Nagendra Baliga;0
Cassidy Laidlaw;4
Ralfas;3
Timothy.hmchen;-2
Shaoquan;2
peterp;3
sam;2
Harry;0
Alex;0
user200523;0
rickard;2
Me.;0
mikeplate;9
Res;51
rt_732;4
andy;1
Cheesemold;15
Mike;0
my_ls_kumar;1
rkhayrov;8
Craig;8
cb.;0
FTI;1
Navin Pai;0
Doug;0
Jiří Tomek;2
MIguel;1
briandoll;1
sapna gulrajani;-1
The Machine;2
palbakulich;1
user200557;184
hassan;0
Bridgey;5
user200565;4
Ethan Mick;14
Erik;0
chrismeadrn;1
Ted Dunning;1
Venkat Koduru;1
Ethan Jewett;3
DDD;0
vaughnkoch;29
miss_j2000;0
taokakao;1
Nate;3
Guy Thomas;1
shawnln;0
user200590;0
Aks;0
Dave Bailey;19
Kibock;2
Linas;1
OriginalP;1
Jim;1
ChaosCoder;1
user200607;1
Richard Fearn;9
hubert;1
mbrion;4
Ole;0
Rob Hooft;3
pirate1911;4
John;4
Carson;9
in_ordnung;4
PeterK;0
sumercip;30
Timmeh;2
michael lowden;0
keke;8
Lou;3
Luigi;0
Dev;3
user200632;5
Joe Hughes;2
absentees;0
Yori;0
NP.;1
Vlassis;0
Timtim;0
Ali;6
stackoverflowUser001;0
Darbio;2
user200654;1
TomT the Weatherman;0
Ian Hawes;1
Jon;1
M. Balon;0
Tim;0
vellum;0
Rabbi;8
coasthird;2
n-2r7;1
erazor;1
Sherwood Hu;3
Trong Son;2
hellojacktom;2
AndyL;21
Glenn;1
Andrew Little;17
meoconbatchut;1
Michael Sacca;-2
imgen;28
Anthony S.;0
devhammer;2
NiallJG;1
Drock;2
Xavier;2
Rob;3
Dean;0
erg0sum;1
Trevor;13
Terrence Lee;1
Joseph Gabriel;2
upgrayd;3
Nimit Parekh;0
Sam C;2
tony;7
Michael Sacca;1
did1k;2
Influx;3
Cristian;0
DaveCS;0
EWizard;8
slawder;3
m765;1
Dipesh;0
Ehsan Foroughi;16
"Rational ";0
mario;1
Anonymous Coward;0
awx;2
Vinod T. Patil;13
Santhosh;45
Darth Beleg;1
Amrish;0
Wilson Santos;0
user200762;0
tismon;1
Utensil;2
Sachi;2
Jeff Katz;1
jhogendorn;1
Jeanix;0
user200771;1
pravakar;0
Diego;0
Kevin Corcoran;2
Peter Molyneux;1
daniel;0
iborodikhin;0
bbb;1
bismillah khan;0
Madison;0
user200783;8
satish;0
Alastair;1
Buzz;2
Brindha;1
Ryan;1
razumyan;2
Tayyab Ali;0
user200797;0
Chaofix;2
charstar;5
Noah;2
Debbie;0
user200806;1
Damon Achey;1
Kong;0
jacob;5
user200814;2
Abhay Damle;0
Sriram;4
Fortilan;27
DJ_R;1
Alex James;0
BlueSilver;4
zyrus001;1
wap;1
Zango;3
livnat peer;4
Basel Nimer;0
intoTHEwild;0
Quentin;0
Snowfox;2
Geeky-Dude;1
Gregor Petrin;2
Alex Clark;4
doamnaT;6
Sebastien BARBIER;1
ss.;14
Dan Black;5
Marcel;3
user200851;2
RMcLeod;1
tsalter;1
serk01;15
Bloeper;0
Kratz;5
sathish;7
Jérôme Pigeot;3
new;0
Philip Arkcoll;3
Bryan Allred;2
Bart;5
Michał Drozdowicz;2
Nuku;1
Dean jones;43
vincent low;24
rob;3
Bloopy;1
Zac;8
Andrew Senin;5
divesh premdeep;2
Patrick;2
Wifi;1
Caroline;9
nilesh;0
Nitin Garg;5
WD.;1
Moss;8
Gavin Morgan;2
jon;1
Prashant;0
Jacob Degeling;2
Branislav Beno;15
will;14
Emmanuel Bernard;2
Avvaru Vijay Kumar;0
xixxix;1
Frode;4
Codygman;2
vijay;0
Satwik;0
JF.;2
DaTroop;2
Suman;3
Maliha Atteeq;2
Carsten;6
Neil Edwards;4
Akshay Shah;4
Prashant Ghodke;1
DJ.;0
Christopher Painter;2
YaOg;7
Joaquín M López Muñoz;2
Blind Trevor;3
rollercow;1
wayne;1
SirVer;35
d.bb;1
Afterburner;-3
Sai Prasad;0
Tubby;2
DJ.;5
Carl Bullard;0
Tomek;4
Matt H;1
madej;8
Justin;0
Leslie Viljoen;0
Daniel;22
Doga;0
Philipp;2
dsuser;1
bighil;4
Matt Alcock;3
Limited Atonement;5
Lamnk;1
oligofren;12
dan;1
CP.;0
Matthew;-1
Woody Zenfell III;4
Dave Delaney;0
David;1
daPim;0
Roey;0
Jens;4
dcreeron;3
costanza;0
SmileAndNod;1
shaun;6
codeworxx;0
Michael Offengenden;7
Robert Sirre;3
Mike D.;1
Jim Lindley;0
Luis;5
Brian D'Astous;5
user201028;1
Roberto Carzoglio;1
David;0
Scott Bartholomew;0
Le Anh Tai;0
Ludovico Fischer;9
NMVenhola;1
irgendwienet;0
bshirley;1
RvS;0
Andreas Bergqvist;1
user201051;4
Mike H;1
hatemGamil;0
herwan;0
urobo;4
salgiza;7
Wolf M;0
Joaquim Rendeiro;2
En_t8;60
Alexander Finn;5
user201068;1
Brantley Harris;16
Toby;4
H3llboy;-2
JT.;3
Gone Coding;3
andy;1
Christoffer Hammarström;0
ANooBee;0
J. Smith;2
user201086;1
Eren Ersönmez;18
mpenrow;12
rs.;1
SVicon;2
Dinis Vieira;0
sl_developer;0
Garrett;1
Greg Hinch;8
rxhector;2
elvencode;2
NDP;3
barry;2
dan_nl;1
illogical;5
Mauro;2
user201117;5
Shovan;0
sabad66;1
johnnycakes;3
alby1481;0
ronjk;6
Asif Mushtaq;4
JP.;3
Bzzoiro;2
jonnysamps;8
Timothy;0
newbie;0
ThrivingKings;0
moowiz2020;3
usertest;24
SDReyes;5
Clara;2
rl9022;1
chris;0
kshitij;8
armyofda12mnkeys;0
CSecord;0
Mr. Lost IT Guy;1
Sameer;0
Megan;0
PyongHopscotch;1
max tottenham;3
DelphiProgrammer;1
beckelmw;5
aleclerc;12
Paula Davis;0
Ted;1
RJ Palombo;0
Vineet;0
devx;3
bojan;2
Tom;0
Alan;3
mike jones;0
Carl;2
Robert;0
Joshua Nozzi;4
Brenton;0
Stuart;1
tmbrggmn;28
Eric;12
htalvitie;4
zhengokusa;1
brock;5
Tyler;6
Bradford Larsen;16
Cindy Filler;1
jamieb;5
Marjan;6
tuxx;8
Løkling;3
Jon White;1
tony noriega;7
Roccivic;6
SyntaxError;0
RM.;0
Omar Garcia;1
Lman1000;0
mike;4
benr75;1
TheGeekYouNeed;0
GnrlBzik;4
Oliver Clément;0
Skipper;0
Fremont Troll;0
Jeremy;0
user201254;0
mike;8
Ian;0
Skawful;0
Iainzor;0
Vydee;1
ae2;1
Jason Hornor;77
Chris Walters;5
assertivist;1
Grizzly;7
Skawful;11
Mark Snidovich;1
Teddy;7
Dan G;0
kyle;0
emacsulike;11
dojonewb;4
JavaGuy;4
aaa;1
Piratebill;1
marione;0
Jordan Satok;3
Andy;1
NonProfit;1
Thierry Nicola;1
NickKampe;3
John;2
pmoosh;0
Omar Msaaf;0
JonYork;0
Julian;4
Maciek Sawicki;3
Marcus;2
kdawg;3
John;11
Jesse;1
kataru;2
Stumf;2
zerolab;2
LeSabo;1
jamie Knight;2
histerix;0
Richard Smith;5
kevin;2
Marlon;3
jcampbell;1
Alex123;0
claya;0
mhchaudhry;8
Elad Elrom;1
Mark;0
Hearticy;0
udev;4
Paul Andrew;1
Jason;0
tim;1
Mozey;0
user201349;0
legostyle;1
James Moyle;0
Willington Vega;0
Born To Ride;6
jk.;3
Óscar López;1
pillmuncher;-1
Carl;1
Rooke;2
merv;8
Hank;1
Plural;0
Simon;0
Larry Drews;9
user201372;4
anon;1
acidpaul;1
Hank;90
Sasha;0
Minow;-1
milesmeow;3
nithins;3
rise4peace;2
Jarrod;3
Dr. Rajesh Rolen;3
Shima;-1
Marcusdev;0
user201390;0
newmem;2
Srinivas Reddy Thatiparthy;4
esb;1
Biju;0
Latrokles;4
ericdes;4
ChickenFur;0
Arun;4
SAK;12
Shakti anand;0
Tim Finer;3
